"Season","Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS","WAR","playerid"
"2006","Ryan Howard","Phillies","159","581","704","182","98","25","1","58","104","149","108","181","0","0",".313",".425",".659","1.084","5.9","2154"
"1951","Jackie Robinson","Dodgers","153","548","642","185","126","33","7","19","106","88","79","27","25","8",".338",".429",".527",".957","9.0","1011070"
"1936","Johnny Mize","Cardinals","126","414","469","136","79","30","8","19","76","93","50","32","1","",".329",".402",".577",".979","4.3","1009014"
"2004","Jim Edmonds","Cardinals","153","498","612","150","67","38","3","42","102","111","101","150","8","3",".301",".418",".643","1.061","8.3","1153"
"1970","Jim Hickman","Cubs","149","514","613","162","93","33","4","32","102","115","93","99","0","1",".315",".419",".582","1.001","5.1","1005777"
"2000","Moises Alou","Astros","126","454","517","161","101","28","2","30","82","114","52","45","3","3",".355",".416",".623","1.039","3.2","261"
"1939","Hank Leiber","Cubs","112","365","431","113","72","16","1","24","65","88","59","42","1","",".310",".411",".556",".967","4.0","1007490"
"1969","Hank Aaron","Braves","147","547","639","164","87","30","3","44","100","97","87","47","9","10",".300",".396",".607","1.003","7.6","1000001"
"2000","Jeff Bagwell","Astros","159","590","719","183","98","37","1","47","152","132","107","116","9","6",".310",".424",".615","1.039","5.9","547"
"1948","Johnny Mize","Giants","152","560","658","162","92","26","4","40","110","125","94","37","4","",".289",".395",".564",".959","6.2","1009014"
"1994","Tony Gwynn","Padres","110","419","475","165","117","35","1","12","79","64","48","19","5","0",".394",".454",".568","1.022","4.0","1005166"
"1998","Barry Bonds","Giants","156","552","697","167","79","44","7","37","120","122","130","92","28","12",".303",".438",".609","1.047","8.5","1109"
"2007","Chipper Jones","Braves","134","513","600","173","98","42","4","29","108","102","82","75","5","1",".337",".425",".604","1.029","6.9","97"
"1944","Phil Weintraub","Giants","104","361","423","114","74","18","9","13","55","77","59","59","0","",".316",".412",".524",".935","4.3","1013741"
"1996","Jeff Bagwell","Astros","162","568","719","179","98","48","2","31","111","120","135","114","21","7",".315",".451",".570","1.021","7.7","547"
"2002","Larry Walker","Rockies","136","477","553","161","91","40","4","26","95","104","65","73","6","5",".338",".421",".602","1.023","5.4","455"
"1999","Brian Giles","Pirates","141","521","627","164","89","33","3","39","109","115","95","80","6","2",".315",".418",".614","1.032","6.7","990"
"1970","Bob Bailey","Expos","131","352","429","101","51","19","3","28","77","84","72","70","5","3",".287",".407",".597","1.004","4.4","1000420"
"1936","Arky Vaughan","Pirates","156","568","701","190","140","30","11","9","122","78","118","21","6","",".335",".453",".474",".927","7.5","1013377"
"1960","Frank Robinson","Reds","139","464","562","138","68","33","6","31","86","83","82","67","13","6",".297",".407",".595","1.002","6.3","1011066"
"2005","Albert Pujols","Cardinals","161","591","700","195","114","38","2","41","129","117","97","65","16","2",".330",".430",".609","1.039","7.7","1177"
"1955","Eddie Mathews","Braves","141","499","616","144","75","23","5","41","108","101","109","98","3","4",".289",".413",".601","1.014","7.5","1008236"
"1935","Mel Ott","Giants","152","593","683","191","121","33","6","31","113","114","82","58","7","",".322",".407",".555",".962","7.7","1009904"
"1944","Bill Nicholson","Cubs","156","582","686","167","91","35","8","33","116","122","93","71","3","",".287",".391",".545",".935","6.5","1009554"
"1958","Willie Mays","Giants","152","600","685","208","135","33","11","29","121","96","78","56","31","6",".347",".419",".583","1.002","9.7","1008315"
"1943","Bill Nicholson","Cubs","154","608","684","188","120","30","9","29","95","128","71","86","4","",".309",".386",".531",".917","7.2","1009554"
"1989","Kevin Mitchell","Giants","154","543","640","158","71","34","6","47","100","125","87","115","3","4",".291",".388",".635","1.023","6.9","1009004"
"2000","Jeff Kent","Giants","159","587","695","196","115","41","7","33","114","125","90","107","12","9",".334",".424",".596","1.021","7.4","1119"
"2003","Gary Sheffield","Braves","155","576","678","190","112","37","2","39","126","132","86","55","18","4",".330",".419",".604","1.023","7.3","114"
"1944","Augie Galan","Dodgers","151","547","654","174","110","43","9","12","96","93","101","23","4","",".318",".426",".495",".922","6.0","1004440"
"2000","Brian Giles","Pirates","156","559","688","176","97","37","7","35","111","123","114","69","6","0",".315",".432",".594","1.026","6.3","990"
"1953","Carl Furillo","Dodgers","132","479","518","165","100","38","6","21","82","92","34","32","1","1",".344",".393",".580",".973","4.5","1004409"
"1977","Reggie Smith","Dodgers","148","488","603","150","87","27","4","32","104","87","104","76","7","5",".307",".427",".576","1.003","6.5","1012201"
"1977","George Foster","Reds","158","615","689","197","112","31","2","52","124","149","61","107","6","4",".320",".382",".631","1.013","8.9","1004250"
"1997","Barry Bonds","Giants","159","532","690","155","84","26","5","40","123","101","145","87","37","8",".291",".446",".585","1.031","8.9","1109"
